timestamp,sala,tipo_sensor,valor,topico
2025-11-14 18:54:55,sala2,temp,24.97,lan/sala2/sensor/temp
2025-11-14 18:54:56,sala1,temp,27.28,lan/sala1/sensor/temp
2025-11-14 18:54:57,sala1,hum,50.82,lan/sala1/sensor/hum
2025-11-14 18:54:57,sala2,temp,18.81,lan/sala2/sensor/temp
2025-11-14 18:54:58,sala1,temp,27.32,lan/sala1/sensor/temp
2025-11-14 18:54:59,sala1,hum,31.39,lan/sala1/sensor/hum
2025-11-14 18:54:59,sala2,temp,26.15,lan/sala2/sensor/temp
2025-11-14 18:55:00,sala1,temp,19.29,lan/sala1/sensor/temp
2025-11-14 18:55:01,sala1,hum,65.34,lan/sala1/sensor/hum
2025-11-14 18:55:01,sala2,temp,19.82,lan/sala2/sensor/temp
2025-11-14 18:55:02,sala1,temp,19.22,lan/sala1/sensor/temp
2025-11-14 18:55:03,sala1,hum,36.17,lan/sala1/sensor/hum
2025-11-14 18:55:03,sala2,temp,27.26,lan/sala2/sensor/temp
2025-11-14 18:55:04,sala1,temp,21.81,lan/sala1/sensor/temp
2025-11-14 18:55:05,sala1,hum,44.54,lan/sala1/sensor/hum
2025-11-14 18:55:05,sala2,temp,19.02,lan/sala2/sensor/temp
2025-11-14 18:55:06,sala1,temp,27.07,lan/sala1/sensor/temp
2025-11-14 18:55:07,sala1,hum,53.93,lan/sala1/sensor/hum
2025-11-14 18:55:07,sala2,temp,27.0,lan/sala2/sensor/temp
2025-11-14 18:55:08,sala1,temp,23.19,lan/sala1/sensor/temp
2025-11-14 18:55:09,sala1,hum,49.81,lan/sala1/sensor/hum
2025-11-14 18:55:09,sala2,temp,27.64,lan/sala2/sensor/temp
2025-11-14 18:55:10,sala1,temp,27.02,lan/sala1/sensor/temp
2025-11-14 18:55:11,sala1,hum,62.48,lan/sala1/sensor/hum
2025-11-14 18:55:11,sala2,temp,24.26,lan/sala2/sensor/temp
2025-11-14 18:55:12,sala1,temp,27.97,lan/sala1/sensor/temp
2025-11-14 18:55:13,sala1,hum,58.6,lan/sala1/sensor/hum
2025-11-14 18:55:13,sala2,temp,20.74,lan/sala2/sensor/temp
2025-11-14 18:55:14,sala1,temp,21.1,lan/sala1/sensor/temp
2025-11-14 18:55:15,sala1,hum,64.77,lan/sala1/sensor/hum
2025-11-14 18:55:15,sala2,temp,19.25,lan/sala2/sensor/temp
2025-11-14 18:55:16,sala1,temp,25.25,lan/sala1/sensor/temp
2025-11-14 18:55:17,sala1,hum,39.55,lan/sala1/sensor/hum
2025-11-14 18:55:17,sala2,temp,21.34,lan/sala2/sensor/temp
2025-11-14 18:55:18,sala1,temp,21.89,lan/sala1/sensor/temp
2025-11-14 18:55:19,sala1,hum,69.49,lan/sala1/sensor/hum
2025-11-14 18:55:19,sala2,temp,27.08,lan/sala2/sensor/temp
2025-11-14 18:55:20,sala1,temp,24.97,lan/sala1/sensor/temp
2025-11-14 18:55:21,sala1,hum,35.11,lan/sala1/sensor/hum
2025-11-14 18:55:21,sala2,temp,21.93,lan/sala2/sensor/temp
2025-11-14 18:55:22,sala1,temp,19.2,lan/sala1/sensor/temp
2025-11-14 18:55:23,sala1,hum,57.33,lan/sala1/sensor/hum
2025-11-14 18:55:23,sala2,temp,21.64,lan/sala2/sensor/temp
2025-11-14 18:55:24,sala1,temp,26.42,lan/sala1/sensor/temp
2025-11-14 18:55:25,sala1,hum,45.12,lan/sala1/sensor/hum
2025-11-14 18:55:25,sala2,temp,20.95,lan/sala2/sensor/temp
2025-11-14 18:55:26,sala1,temp,26.35,lan/sala1/sensor/temp
2025-11-14 18:55:27,sala1,hum,45.78,lan/sala1/sensor/hum
2025-11-14 18:55:27,sala2,temp,20.83,lan/sala2/sensor/temp
2025-11-14 18:55:28,sala1,temp,23.5,lan/sala1/sensor/temp
2025-11-14 18:55:29,sala1,hum,57.78,lan/sala1/sensor/hum
2025-11-14 18:55:29,sala2,temp,18.46,lan/sala2/sensor/temp
2025-11-14 18:55:30,sala1,temp,25.14,lan/sala1/sensor/temp
2025-11-14 18:55:31,sala1,hum,30.47,lan/sala1/sensor/hum
2025-11-14 18:55:31,sala2,temp,21.61,lan/sala2/sensor/temp
2025-11-14 18:55:32,sala1,temp,27.14,lan/sala1/sensor/temp
2025-11-14 18:55:33,sala1,hum,42.12,lan/sala1/sensor/hum
2025-11-14 18:55:33,sala2,temp,26.41,lan/sala2/sensor/temp
2025-11-14 18:55:34,sala1,temp,26.48,lan/sala1/sensor/temp
2025-11-14 18:55:35,sala1,hum,48.41,lan/sala1/sensor/hum
2025-11-14 18:55:35,sala2,temp,21.76,lan/sala2/sensor/temp
2025-11-14 18:55:36,sala1,temp,22.19,lan/sala1/sensor/temp
2025-11-14 18:55:37,sala1,hum,56.73,lan/sala1/sensor/hum
2025-11-14 18:55:37,sala2,temp,26.52,lan/sala2/sensor/temp
2025-11-14 18:55:38,sala1,temp,25.0,lan/sala1/sensor/temp
2025-11-14 18:55:39,sala1,hum,65.98,lan/sala1/sensor/hum
2025-11-14 18:55:39,sala2,temp,19.06,lan/sala2/sensor/temp
2025-11-14 18:55:40,sala1,temp,18.83,lan/sala1/sensor/temp
2025-11-14 18:55:41,sala1,hum,38.28,lan/sala1/sensor/hum
2025-11-14 18:55:41,sala2,temp,19.16,lan/sala2/sensor/temp
2025-11-14 18:55:42,sala1,temp,25.33,lan/sala1/sensor/temp
2025-11-14 18:55:43,sala1,hum,30.52,lan/sala1/sensor/hum
2025-11-14 18:55:43,sala2,temp,26.18,lan/sala2/sensor/temp
2025-11-14 18:55:44,sala1,temp,21.76,lan/sala1/sensor/temp
2025-11-14 18:55:45,sala1,hum,55.42,lan/sala1/sensor/hum
2025-11-14 18:55:45,sala2,temp,22.84,lan/sala2/sensor/temp
2025-11-14 18:55:46,sala1,temp,26.52,lan/sala1/sensor/temp
2025-11-14 18:55:47,sala1,hum,54.82,lan/sala1/sensor/hum
2025-11-14 18:55:47,sala2,temp,23.24,lan/sala2/sensor/temp
2025-11-14 18:55:48,sala1,temp,24.23,lan/sala1/sensor/temp
2025-11-14 18:55:49,sala1,hum,51.77,lan/sala1/sensor/hum
2025-11-14 18:55:49,sala2,temp,21.9,lan/sala2/sensor/temp
2025-11-14 18:55:50,sala1,temp,23.65,lan/sala1/sensor/temp
2025-11-14 18:55:51,sala1,hum,41.44,lan/sala1/sensor/hum
2025-11-14 18:55:51,sala2,temp,19.87,lan/sala2/sensor/temp
2025-11-14 18:55:52,sala1,temp,27.38,lan/sala1/sensor/temp
2025-11-14 18:55:53,sala1,hum,66.83,lan/sala1/sensor/hum
2025-11-14 18:55:53,sala2,temp,23.88,lan/sala2/sensor/temp
2025-11-14 18:55:54,sala1,temp,19.76,lan/sala1/sensor/temp
2025-11-14 18:55:55,sala1,hum,38.13,lan/sala1/sensor/hum
2025-11-14 18:55:55,sala2,temp,25.1,lan/sala2/sensor/temp
2025-11-14 18:55:56,sala1,temp,25.52,lan/sala1/sensor/temp
2025-11-14 18:55:57,sala1,hum,48.65,lan/sala1/sensor/hum
2025-11-14 18:55:57,sala2,temp,21.98,lan/sala2/sensor/temp
2025-11-14 18:55:58,sala1,temp,19.11,lan/sala1/sensor/temp
2025-11-14 18:55:59,sala1,hum,60.88,lan/sala1/sensor/hum
2025-11-14 18:55:59,sala2,temp,22.38,lan/sala2/sensor/temp
2025-11-14 18:56:00,sala1,temp,22.35,lan/sala1/sensor/temp
2025-11-14 18:56:01,sala1,hum,61.19,lan/sala1/sensor/hum
2025-11-14 18:56:01,sala2,temp,21.84,lan/sala2/sensor/temp
2025-11-14 18:56:02,sala1,temp,21.79,lan/sala1/sensor/temp
2025-11-14 18:56:03,sala1,hum,40.06,lan/sala1/sensor/hum
2025-11-14 18:56:03,sala2,temp,20.22,lan/sala2/sensor/temp
2025-11-14 18:56:04,sala1,temp,20.11,lan/sala1/sensor/temp
2025-11-14 18:56:05,sala1,hum,56.42,lan/sala1/sensor/hum
2025-11-14 18:56:05,sala2,temp,25.58,lan/sala2/sensor/temp
2025-11-14 18:56:06,sala1,temp,23.82,lan/sala1/sensor/temp
2025-11-14 18:56:07,sala1,hum,37.61,lan/sala1/sensor/hum
2025-11-14 18:56:07,sala2,temp,26.03,lan/sala2/sensor/temp
2025-11-14 18:56:08,sala1,temp,23.01,lan/sala1/sensor/temp
2025-11-14 18:56:09,sala1,hum,47.32,lan/sala1/sensor/hum
2025-11-14 18:56:09,sala2,temp,19.92,lan/sala2/sensor/temp
2025-11-14 18:56:10,sala1,temp,26.49,lan/sala1/sensor/temp
2025-11-14 18:56:11,sala1,hum,45.48,lan/sala1/sensor/hum
2025-11-14 18:56:11,sala2,temp,23.68,lan/sala2/sensor/temp
2025-11-14 18:56:12,sala1,temp,25.34,lan/sala1/sensor/temp
2025-11-14 18:56:13,sala1,hum,67.81,lan/sala1/sensor/hum
2025-11-14 18:56:13,sala2,temp,18.58,lan/sala2/sensor/temp
2025-11-14 18:56:14,sala1,temp,25.38,lan/sala1/sensor/temp
2025-11-14 18:56:15,sala1,hum,62.23,lan/sala1/sensor/hum
2025-11-14 18:56:15,sala2,temp,27.37,lan/sala2/sensor/temp
2025-11-14 18:56:16,sala1,temp,22.7,lan/sala1/sensor/temp
2025-11-14 18:56:17,sala1,hum,55.01,lan/sala1/sensor/hum
2025-11-14 18:56:17,sala2,temp,18.99,lan/sala2/sensor/temp
2025-11-14 18:56:18,sala1,temp,20.69,lan/sala1/sensor/temp
2025-11-14 18:56:19,sala1,hum,51.41,lan/sala1/sensor/hum
2025-11-14 18:56:19,sala2,temp,22.67,lan/sala2/sensor/temp
2025-11-14 18:56:20,sala1,temp,21.72,lan/sala1/sensor/temp
2025-11-14 18:56:21,sala1,hum,43.5,lan/sala1/sensor/hum
2025-11-14 18:56:21,sala2,temp,18.49,lan/sala2/sensor/temp
2025-11-14 18:56:22,sala1,temp,22.21,lan/sala1/sensor/temp
2025-11-14 18:56:23,sala1,hum,33.84,lan/sala1/sensor/hum
2025-11-14 18:56:23,sala2,temp,23.12,lan/sala2/sensor/temp
2025-11-14 18:56:24,sala1,temp,24.0,lan/sala1/sensor/temp
2025-11-14 18:56:25,sala1,hum,37.15,lan/sala1/sensor/hum
2025-11-14 18:56:25,sala2,temp,23.09,lan/sala2/sensor/temp
2025-11-14 18:56:26,sala1,temp,18.73,lan/sala1/sensor/temp
2025-11-14 18:56:27,sala1,hum,58.29,lan/sala1/sensor/hum
2025-11-14 18:56:27,sala2,temp,20.3,lan/sala2/sensor/temp
2025-11-14 18:56:28,sala1,temp,20.75,lan/sala1/sensor/temp
2025-11-14 18:56:29,sala1,hum,42.69,lan/sala1/sensor/hum
2025-11-14 18:56:29,sala2,temp,19.5,lan/sala2/sensor/temp
2025-11-14 18:56:30,sala1,temp,20.96,lan/sala1/sensor/temp
2025-11-14 18:56:31,sala1,hum,63.32,lan/sala1/sensor/hum
2025-11-14 18:56:31,sala2,temp,23.2,lan/sala2/sensor/temp
2025-11-14 18:56:32,sala1,temp,22.68,lan/sala1/sensor/temp
2025-11-14 18:56:33,sala1,hum,44.47,lan/sala1/sensor/hum
2025-11-14 18:56:33,sala2,temp,20.33,lan/sala2/sensor/temp
2025-11-14 18:56:34,sala1,temp,23.89,lan/sala1/sensor/temp
2025-11-14 18:56:35,sala1,hum,48.5,lan/sala1/sensor/hum
2025-11-14 18:56:35,sala2,temp,24.28,lan/sala2/sensor/temp
2025-11-14 18:56:36,sala1,temp,19.84,lan/sala1/sensor/temp
2025-11-14 18:56:37,sala1,hum,39.28,lan/sala1/sensor/hum
2025-11-14 18:56:37,sala2,temp,25.21,lan/sala2/sensor/temp
2025-11-14 18:56:38,sala1,temp,26.59,lan/sala1/sensor/temp
2025-11-14 18:56:39,sala1,hum,54.96,lan/sala1/sensor/hum
2025-11-14 18:56:39,sala2,temp,19.03,lan/sala2/sensor/temp
2025-11-14 18:56:40,sala1,temp,26.35,lan/sala1/sensor/temp
2025-11-14 18:56:41,sala1,hum,48.38,lan/sala1/sensor/hum
2025-11-14 18:56:41,sala2,temp,26.64,lan/sala2/sensor/temp
2025-11-14 18:56:42,sala1,temp,18.55,lan/sala1/sensor/temp
2025-11-14 18:56:43,sala1,hum,53.18,lan/sala1/sensor/hum
2025-11-14 18:56:43,sala2,temp,22.49,lan/sala2/sensor/temp
2025-11-14 18:56:44,sala1,temp,25.12,lan/sala1/sensor/temp
2025-11-14 18:56:45,sala1,hum,38.31,lan/sala1/sensor/hum
2025-11-14 18:56:45,sala2,temp,24.66,lan/sala2/sensor/temp
2025-11-14 18:56:46,sala1,temp,20.83,lan/sala1/sensor/temp
2025-11-14 18:56:47,sala1,hum,57.62,lan/sala1/sensor/hum
2025-11-14 18:56:47,sala2,temp,24.68,lan/sala2/sensor/temp
2025-11-14 18:56:48,sala1,temp,27.08,lan/sala1/sensor/temp
2025-11-14 18:56:49,sala1,hum,36.89,lan/sala1/sensor/hum
2025-11-14 18:56:49,sala2,temp,26.27,lan/sala2/sensor/temp
2025-11-14 18:56:50,sala1,temp,25.01,lan/sala1/sensor/temp
2025-11-14 18:56:51,sala1,hum,38.15,lan/sala1/sensor/hum
2025-11-14 18:56:51,sala2,temp,25.11,lan/sala2/sensor/temp
2025-11-14 18:56:52,sala1,temp,19.04,lan/sala1/sensor/temp
2025-11-14 18:56:53,sala1,hum,67.14,lan/sala1/sensor/hum
2025-11-14 18:56:53,sala2,temp,26.26,lan/sala2/sensor/temp
2025-11-14 18:56:54,sala1,temp,23.18,lan/sala1/sensor/temp
2025-11-14 18:56:55,sala1,hum,64.86,lan/sala1/sensor/hum
2025-11-14 18:56:55,sala2,temp,24.77,lan/sala2/sensor/temp
2025-11-14 18:56:56,sala1,temp,24.62,lan/sala1/sensor/temp
2025-11-14 18:56:57,sala1,hum,56.77,lan/sala1/sensor/hum
2025-11-14 18:56:57,sala2,temp,21.55,lan/sala2/sensor/temp
2025-11-14 18:56:58,sala1,temp,20.52,lan/sala1/sensor/temp
2025-11-14 18:56:59,sala1,hum,40.78,lan/sala1/sensor/hum
2025-11-14 18:56:59,sala2,temp,26.25,lan/sala2/sensor/temp
2025-11-14 18:57:00,sala1,temp,21.97,lan/sala1/sensor/temp
2025-11-14 18:57:01,sala1,hum,40.02,lan/sala1/sensor/hum
2025-11-14 18:57:01,sala2,temp,24.7,lan/sala2/sensor/temp
2025-11-14 18:57:02,sala1,temp,21.64,lan/sala1/sensor/temp
2025-11-14 18:57:03,sala1,hum,45.75,lan/sala1/sensor/hum
2025-11-14 18:57:03,sala2,temp,21.16,lan/sala2/sensor/temp
2025-11-14 18:57:04,sala1,temp,21.06,lan/sala1/sensor/temp
2025-11-14 18:57:05,sala1,hum,50.94,lan/sala1/sensor/hum
2025-11-14 18:57:05,sala2,temp,20.2,lan/sala2/sensor/temp
2025-11-14 18:57:06,sala1,temp,22.85,lan/sala1/sensor/temp
2025-11-14 18:57:07,sala1,hum,66.33,lan/sala1/sensor/hum
2025-11-14 18:57:07,sala2,temp,26.36,lan/sala2/sensor/temp
2025-11-14 18:57:08,sala1,temp,22.94,lan/sala1/sensor/temp
2025-11-14 18:57:09,sala1,hum,34.3,lan/sala1/sensor/hum
2025-11-14 18:57:09,sala2,temp,18.9,lan/sala2/sensor/temp
2025-11-14 18:57:10,sala1,temp,18.6,lan/sala1/sensor/temp
2025-11-14 18:57:11,sala1,hum,53.77,lan/sala1/sensor/hum
2025-11-14 18:57:11,sala2,temp,27.8,lan/sala2/sensor/temp
2025-11-14 18:57:12,sala1,temp,19.35,lan/sala1/sensor/temp
2025-11-14 18:57:13,sala1,hum,53.9,lan/sala1/sensor/hum
2025-11-14 18:57:13,sala2,temp,25.19,lan/sala2/sensor/temp
2025-11-14 18:57:14,sala1,temp,22.49,lan/sala1/sensor/temp
2025-11-14 18:57:15,sala1,hum,63.17,lan/sala1/sensor/hum
2025-11-14 18:57:15,sala2,temp,26.65,lan/sala2/sensor/temp
2025-11-14 18:57:16,sala1,temp,26.3,lan/sala1/sensor/temp
2025-11-14 18:57:17,sala1,hum,61.12,lan/sala1/sensor/hum
2025-11-14 18:57:17,sala2,temp,19.37,lan/sala2/sensor/temp
2025-11-14 18:57:18,sala1,temp,22.4,lan/sala1/sensor/temp
2025-11-14 18:57:19,sala1,hum,47.26,lan/sala1/sensor/hum
2025-11-14 18:57:19,sala2,temp,20.36,lan/sala2/sensor/temp
2025-11-14 18:57:20,sala1,temp,18.67,lan/sala1/sensor/temp
2025-11-14 18:57:21,sala1,hum,42.8,lan/sala1/sensor/hum
2025-11-14 18:57:21,sala2,temp,22.21,lan/sala2/sensor/temp
2025-11-14 18:57:22,sala1,temp,27.39,lan/sala1/sensor/temp
2025-11-14 18:57:23,sala1,hum,68.04,lan/sala1/sensor/hum
2025-11-14 18:57:23,sala2,temp,21.6,lan/sala2/sensor/temp
2025-11-14 18:57:24,sala1,temp,24.67,lan/sala1/sensor/temp
2025-11-14 18:57:25,sala1,hum,50.46,lan/sala1/sensor/hum
2025-11-14 18:57:25,sala2,temp,23.36,lan/sala2/sensor/temp
2025-11-14 18:57:26,sala1,temp,26.36,lan/sala1/sensor/temp
2025-11-14 18:57:27,sala1,hum,47.38,lan/sala1/sensor/hum
2025-11-14 18:57:27,sala2,temp,19.07,lan/sala2/sensor/temp
2025-11-14 18:57:28,sala1,temp,24.19,lan/sala1/sensor/temp
2025-11-14 18:57:29,sala1,hum,38.68,lan/sala1/sensor/hum
2025-11-14 18:57:29,sala2,temp,26.16,lan/sala2/sensor/temp
2025-11-14 18:57:30,sala1,temp,26.3,lan/sala1/sensor/temp
2025-11-14 18:57:31,sala1,hum,44.26,lan/sala1/sensor/hum
2025-11-14 18:57:31,sala2,temp,27.09,lan/sala2/sensor/temp
2025-11-14 18:57:32,sala1,temp,23.13,lan/sala1/sensor/temp
2025-11-14 18:57:33,sala1,hum,45.27,lan/sala1/sensor/hum
2025-11-14 18:57:33,sala2,temp,19.98,lan/sala2/sensor/temp
2025-11-14 18:57:34,sala1,temp,27.84,lan/sala1/sensor/temp
2025-11-14 18:57:35,sala1,hum,56.22,lan/sala1/sensor/hum
2025-11-14 18:57:35,sala2,temp,26.73,lan/sala2/sensor/temp
2025-11-14 18:57:36,sala1,temp,23.86,lan/sala1/sensor/temp
2025-11-14 18:57:37,sala1,hum,56.67,lan/sala1/sensor/hum
2025-11-14 18:57:37,sala2,temp,20.19,lan/sala2/sensor/temp
2025-11-14 18:57:38,sala1,temp,23.08,lan/sala1/sensor/temp
2025-11-14 18:57:39,sala1,hum,69.23,lan/sala1/sensor/hum
2025-11-14 18:57:39,sala2,temp,23.04,lan/sala2/sensor/temp
2025-11-14 18:57:40,sala1,temp,18.95,lan/sala1/sensor/temp
2025-11-14 18:57:41,sala1,hum,55.49,lan/sala1/sensor/hum
2025-11-14 18:57:41,sala2,temp,20.84,lan/sala2/sensor/temp
2025-11-14 18:57:42,sala1,temp,18.65,lan/sala1/sensor/temp
2025-11-14 18:57:43,sala1,hum,30.38,lan/sala1/sensor/hum
2025-11-14 18:57:43,sala2,temp,21.2,lan/sala2/sensor/temp
2025-11-14 18:57:44,sala1,temp,24.75,lan/sala1/sensor/temp
2025-11-14 18:57:45,sala1,hum,39.78,lan/sala1/sensor/hum
2025-11-14 18:57:45,sala2,temp,21.74,lan/sala2/sensor/temp
2025-11-14 18:57:46,sala1,temp,22.4,lan/sala1/sensor/temp
2025-11-14 18:57:47,sala1,hum,46.89,lan/sala1/sensor/hum
2025-11-14 18:57:47,sala2,temp,26.45,lan/sala2/sensor/temp
2025-11-14 18:57:48,sala1,temp,19.31,lan/sala1/sensor/temp
2025-11-14 18:57:49,sala1,hum,45.65,lan/sala1/sensor/hum
2025-11-14 18:57:49,sala2,temp,23.06,lan/sala2/sensor/temp
2025-11-14 18:57:50,sala1,temp,25.27,lan/sala1/sensor/temp
2025-11-14 18:57:51,sala1,hum,55.04,lan/sala1/sensor/hum
2025-11-14 18:57:51,sala2,temp,20.41,lan/sala2/sensor/temp
2025-11-14 18:57:52,sala1,temp,27.66,lan/sala1/sensor/temp
2025-11-14 18:57:53,sala1,hum,62.4,lan/sala1/sensor/hum
2025-11-14 18:57:53,sala2,temp,19.93,lan/sala2/sensor/temp
2025-11-14 18:57:54,sala1,temp,25.72,lan/sala1/sensor/temp
2025-11-14 18:57:55,sala1,hum,45.77,lan/sala1/sensor/hum
2025-11-14 18:57:55,sala2,temp,18.98,lan/sala2/sensor/temp
2025-11-14 18:57:56,sala1,temp,18.56,lan/sala1/sensor/temp
2025-11-14 18:57:57,sala1,hum,67.92,lan/sala1/sensor/hum
2025-11-14 18:57:57,sala2,temp,19.87,lan/sala2/sensor/temp
2025-11-14 18:57:58,sala1,temp,22.03,lan/sala1/sensor/temp
2025-11-14 18:57:59,sala1,hum,34.59,lan/sala1/sensor/hum
2025-11-14 18:57:59,sala2,temp,20.16,lan/sala2/sensor/temp
2025-11-14 18:58:00,sala1,temp,26.78,lan/sala1/sensor/temp
2025-11-14 18:58:01,sala1,hum,32.87,lan/sala1/sensor/hum
2025-11-14 18:58:01,sala2,temp,22.12,lan/sala2/sensor/temp
2025-11-14 18:58:02,sala1,temp,18.59,lan/sala1/sensor/temp
2025-11-14 18:58:03,sala1,hum,48.08,lan/sala1/sensor/hum
2025-11-14 18:58:03,sala2,temp,20.1,lan/sala2/sensor/temp
2025-11-14 18:58:04,sala1,temp,25.38,lan/sala1/sensor/temp
2025-11-14 18:58:05,sala1,hum,65.69,lan/sala1/sensor/hum
2025-11-14 18:58:05,sala2,temp,27.75,lan/sala2/sensor/temp
2025-11-14 18:58:06,sala1,temp,25.63,lan/sala1/sensor/temp
2025-11-14 18:58:07,sala1,hum,42.0,lan/sala1/sensor/hum
2025-11-14 18:58:07,sala2,temp,22.08,lan/sala2/sensor/temp
2025-11-14 18:58:08,sala1,temp,20.94,lan/sala1/sensor/temp
2025-11-14 18:58:09,sala1,hum,42.82,lan/sala1/sensor/hum
2025-11-14 18:58:09,sala2,temp,21.87,lan/sala2/sensor/temp
2025-11-14 18:58:10,sala1,temp,22.42,lan/sala1/sensor/temp
2025-11-14 18:58:11,sala1,hum,67.84,lan/sala1/sensor/hum
2025-11-14 18:58:11,sala2,temp,20.56,lan/sala2/sensor/temp
2025-11-14 18:58:12,sala1,temp,20.72,lan/sala1/sensor/temp
2025-11-14 18:58:13,sala1,hum,58.3,lan/sala1/sensor/hum
2025-11-14 18:58:13,sala2,temp,23.42,lan/sala2/sensor/temp
2025-11-14 18:58:14,sala1,temp,20.01,lan/sala1/sensor/temp
2025-11-14 18:58:15,sala1,hum,31.18,lan/sala1/sensor/hum
2025-11-14 18:58:15,sala2,temp,18.44,lan/sala2/sensor/temp
2025-11-14 18:58:16,sala1,temp,23.92,lan/sala1/sensor/temp
2025-11-14 18:58:17,sala1,hum,36.1,lan/sala1/sensor/hum
2025-11-14 18:58:17,sala2,temp,21.38,lan/sala2/sensor/temp
2025-11-14 18:58:18,sala1,temp,20.03,lan/sala1/sensor/temp
2025-11-14 18:58:19,sala1,hum,57.23,lan/sala1/sensor/hum
2025-11-14 18:58:19,sala2,temp,18.18,lan/sala2/sensor/temp
2025-11-14 18:58:20,sala1,temp,27.22,lan/sala1/sensor/temp
2025-11-14 18:58:21,sala1,hum,53.56,lan/sala1/sensor/hum
2025-11-14 18:58:21,sala2,temp,23.19,lan/sala2/sensor/temp
2025-11-14 18:58:22,sala1,temp,21.67,lan/sala1/sensor/temp
2025-11-14 18:58:23,sala1,hum,68.56,lan/sala1/sensor/hum
2025-11-14 18:58:23,sala2,temp,27.66,lan/sala2/sensor/temp
2025-11-14 18:58:24,sala1,temp,24.83,lan/sala1/sensor/temp
2025-11-14 18:58:25,sala1,hum,41.6,lan/sala1/sensor/hum
2025-11-14 18:58:25,sala2,temp,22.32,lan/sala2/sensor/temp
2025-11-14 18:58:26,sala1,temp,27.63,lan/sala1/sensor/temp
2025-11-14 18:58:27,sala1,hum,66.07,lan/sala1/sensor/hum
2025-11-14 18:58:27,sala2,temp,25.21,lan/sala2/sensor/temp
2025-11-14 18:58:28,sala1,temp,20.59,lan/sala1/sensor/temp
2025-11-14 18:58:29,sala1,hum,41.37,lan/sala1/sensor/hum
2025-11-14 18:58:29,sala2,temp,26.47,lan/sala2/sensor/temp
2025-11-14 18:58:30,sala1,temp,25.3,lan/sala1/sensor/temp
2025-11-14 18:58:31,sala1,hum,31.37,lan/sala1/sensor/hum
2025-11-14 18:58:31,sala2,temp,23.95,lan/sala2/sensor/temp
2025-11-14 18:58:32,sala1,temp,18.37,lan/sala1/sensor/temp
2025-11-14 18:58:33,sala1,hum,59.82,lan/sala1/sensor/hum
2025-11-14 18:58:33,sala2,temp,27.98,lan/sala2/sensor/temp
2025-11-14 18:58:34,sala1,temp,23.29,lan/sala1/sensor/temp
2025-11-14 18:58:35,sala1,hum,40.42,lan/sala1/sensor/hum
2025-11-14 18:58:35,sala2,temp,21.74,lan/sala2/sensor/temp
